"RGDP_GR","INFL","FFR"
5.8870180701,0.92947201836,5.52333333333
4.98921165759,1.39489115227,5.53333333333
3.05699068306,1.47470381469,5.50666666667
3.7608985594,0.671941327919,5.52
3.5808251975,0.956624137081,5.5
5.24341677429,1.52865534817,5.53333333333
6.86484187191,1.20663741577,4.86
3.54777609091,1.77768787421,4.73333333333
3.11457486667,1.40540810067,4.74666666667
5.05416341836,1.4878553254,5.09333333333
7.12003856856,1.4090420358,5.30666666667
1.04308887658,3.17163180165,5.67666666667
7.72771243511,2.022152726,6.27333333333
0.336001301488,2.4032762164,6.52
2.36314208447,2.09835370743,6.47333333333
-1.31649939232,2.70528771979,5.59333333333
2.61311936574,2.70917370298,4.32666666667
-1.10537149436,1.25978806685,3.49666666667
1.39726265064,1.22952716138,2.13333333333
3.40180877263,1.41366874537,1.73333333333
2.12218016918,1.78727411563,1.75
2.0236822761,1.72735826791,1.74
0.13703130445,2.29303704225,1.44333333333
1.66474802053,2.78486618648,1.25
3.37452885178,1.16141372599,1.24666666667
6.52893885805,2.21948781534,1.01666666667
3.60173617692,2.03431487093,0.996666666667
2.62730895467,3.4652980287,1.00333333333
2.56543075123,3.36089184998,1.01
2.96617399362,2.88845722318,1.43333333333
3.26066189388,2.97402189417,1.95
4.10459981667,3.66948924813,2.47
1.77666388749,2.66784701433,2.94333333333
3.16369637344,4.08618076048,3.46
2.04851925608,3.34656987756,3.98
5.01867424015,2.96229169986,4.45666666667
1.61986863796,3.48484909313,4.90666666667
0.0532218260157,3.00380756652,5.24666666667
2.70901544161,1.77769519666,5.24666666667
0.54202872477,4.55804059774,5.25666666667
3.58167729013,2.7161322079,5.25
2.91259072042,1.33615115467,5.07333333333
1.68857063725,1.89306434096,4.49666666667
-1.77877038394,2.36030682671,3.17666666667
1.31339263386,2.63464798015,2.08666666667
-3.7299639211,3.1637585379,1.94
-9.31039172886,0.50535111225,0.506666666667
-6.89895583223,1.52317127487,0.183333333333
-0.694200810493,-0.448677951937,0.18
1.68129219875,0.233521251593,0.156666666667
3.7301554478,1.03824722113,0.12
3.8613496695,1.50703080203,0.133333333333
3.71558142791,1.57358749817,0.193333333333
2.47677032537,1.3084098551,0.186666666667
2.32260114339,1.75224696727,0.186666666667
0.35589201522,2.69236249156,0.156666666667
1.27511728963,2.36669234719,0.0933333333333
